O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
11-2022.00	2.D.1	Required Level of Education	RL	12	0.00	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	1.62	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	1	0.00	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	2	0.00	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	3	0.00	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	4	0.00	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	5	0.00	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	6	4.76	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	7	23.81	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	8	38.10	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	9	19.05	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	10	9.52	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.1	Related Work Experience	RW	11	4.76	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	1	5.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	2	30.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	3	25.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	4	10.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	5	5.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	6	15.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	7	5.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	8	5.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	1	0.00	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	2	28.57	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	3	28.57	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	4	9.52	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	5	23.81	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	6	4.76	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	7	0.00	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	8	4.76	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	9	0.00	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2022.00	3.A.4.a	Job-related Apprenticeship	IM	n/a	1.48	21	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-2033.00	2.D.1	Required Level of Education	RL	1	0.00	19	0.0000	n/a	n/a	N	08/2025	Incumbent
11-2033.00	2.D.1	Required Level of Education	RL	2	0.00	19	0.0000	n/a	n/a	N	08/2025	Incumbent
11-2033.00	2.D.1	Required Level of Education	RL	3	0.00	19	0.0000	n/a	n/a	N	08/2025	Incumbent
11-2033.00	2.D.1	Required Level of Education	RL	4	19.65	19	16.9674	2.4934	70.0457	Y	08/2025	Incumbent
11-2033.00	2.D.1	Required Level of Education	RL	5	3.93	19	4.5932	0.3177	34.4798	N	08/2025	Incumbent
11-2033.00	2.D.1	Required Level of Education	RL	6	65.49	19	18.5953	25.1986	91.4426	Y	08/2025	Incumbent
11-2033.00	2.D.1	Required Level of Education	RL	7	0.00	19	0.0000	n/a	n/a	N	08/2025	Incumbent
11-2033.00	2.D.1	Required Level of Education	RL	8	10.93	19	7.4357	2.4079	37.9113	N	08/2025	Incumbent
11-2033.00	2.D.1	Required Level of Education	RL	9	0.00	19	0.0000	n/a	n/a	N	08/2025	Incumbent
11-2033.00	2.D.1	Required Level of Education	RL	10	0.00	19	0.0000	n/a	n/a	N	08/2025	Incumbent
11-2033.00	2.D.1	Required Level of Education	RL	11	0.00	19	0.0000	n/a	n/a	N	08/2025	Incumbent
11-2033.00	2.D.1	Required Level of Education	RL	12	0.00	19	0.0000	n/a	n/a	N	08/2025	Incumbent
11-2033.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	1.50	19	0.1507	1.1845	1.8179	N	08/2025	Incumbent
11-2033.00	3.A.1	Related Work Experience	RW	1	0.00	19	0.0000	n/a	n/a	N	08/2025	Incumbent
11-2033.00	3.A.1	Related Work Experience	RW	2	0.00	19	0.0000	n/a	n/a	N	08/2025	Incumbent
11-2033.00	3.A.1	Related Work Experience	RW	3	0.00	19	0.0000	n/a	n/a	N	08/2025	Incumbent
11-2033.00	3.A.1	Related Work Experience	RW	4	0.00	19	0.0000	n/a	n/a	N	08/2025	Incumbent
11-2033.00	3.A.1	Related Work Experience	RW	5	3.93	19	4.5932	0.3177	34.4798	N	08/2025	Incumbent
11-2033.00	3.A.1	Related Work Experience	RW	6	3.93	19	4.0546	0.4281	28.0617	N	08/2025	Incumbent
11-2033.00	3.A.1	Related Work Experience	RW	7	55.32	19	19.9116	18.5578	87.0554	Y	08/2025	Incumbent
11-2033.00	3.A.1	Related Work Experience	RW	8	1.88	19	2.0191	0.1921	16.0331	N	08/2025	Incumbent
11-2033.00	3.A.1	Related Work Experience	RW	9	9.30	19	6.7496	1.8713	35.5198	N	08/2025	Incumbent
11-2033.00	3.A.1	Related Work Experience	RW	10	0.08	19	0.0836	0.0081	0.7411	N	08/2025	Incumbent
11-2033.00	3.A.1	Related Work Experience	RW	11	25.56	19	17.4117	4.7816	70.1324	N	08/2025	Incumbent
11-2033.00	3.A.2	On-Site or In-Plant Training	PT	1	6.30	19	5.5821	0.9141	32.8937	N	08/2025	Incumbent
11-2033.00	3.A.2	On-Site or In-Plant Training	PT	2	45.30	19	12.8645	21.7687	71.1410	N	08/2025	Incumbent
11-2033.00	3.A.2	On-Site or In-Plant Training	PT	3	0.00	19	0.0000	n/a	n/a	N	08/2025	Incumbent
11-2033.00	3.A.2	On-Site or In-Plant Training	PT	4	7.04	19	4.9605	1.5159	27.1312	N	08/2025	Incumbent
11-2033.00	3.A.2	On-Site or In-Plant Training	PT	5	12.09	19	7.8028	2.8549	39.1390	N	08/2025	Incumbent
11-2033.00	3.A.2	On-Site or In-Plant Training	PT	6	21.07	19	11.6643	5.7646	53.8138	N	08/2025	Incumbent
11-2033.00	3.A.2	On-Site or In-Plant Training	PT	7	2.29	19	2.3944	0.2466	18.1713	N	08/2025	Incumbent
11-2033.00	3.A.2	On-Site or In-Plant Training	PT	8	5.91	19	6.1025	0.6233	38.6394	N	08/2025	Incumbent
11-2033.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	19	0.0000	n/a	n/a	N	08/2025	Incumbent
11-2033.00	3.A.3	On-the-Job Training	OJ	1	2.37	19	2.4052	0.2715	17.7562	N	08/2025	Incumbent
11-2033.00	3.A.3	On-the-Job Training	OJ	2	0.29	19	0.3108	0.0302	2.7138	N	08/2025	Incumbent
11-2033.00	3.A.3	On-the-Job Training	OJ	3	42.72	19	19.2717	12.4766	79.5960	Y	08/2025	Incumbent
11-2033.00	3.A.3	On-the-Job Training	OJ	4	32.69	19	22.5263	5.3518	80.6688	Y	08/2025	Incumbent
11-2033.00	3.A.3	On-the-Job Training	OJ	5	16.02	19	8.9536	4.5004	43.5724	N	08/2025	Incumbent
11-2033.00	3.A.3	On-the-Job Training	OJ	6	0.00	19	0.0000	n/a	n/a	N	08/2025	Incumbent
11-2033.00	3.A.3	On-the-Job Training	OJ	7	5.91	19	6.1025	0.6233	38.6394	N	08/2025	Incumbent
11-2033.00	3.A.3	On-the-Job Training	OJ	8	0.00	19	0.0000	n/a	n/a	N	08/2025	Incumbent
11-2033.00	3.A.3	On-the-Job Training	OJ	9	0.00	19	0.0000	n/a	n/a	N	08/2025	Incumbent
11-2033.00	3.A.4.a	Job-related Apprenticeship	IM	n/a	1.18	18	0.1267	1.0000	1.4478	N	08/2025	Incumbent
11-3012.00	2.D.1	Required Level of Education	RL	1	0.00	45	0.0000	n/a	n/a	N	07/2017	Incumbent
11-3012.00	2.D.1	Required Level of Education	RL	2	33.56	45	14.3476	12.1309	64.8795	N	07/2017	Incumbent
11-3012.00	2.D.1	Required Level of Education	RL	3	13.16	45	6.1415	4.8797	30.9207	N	07/2017	Incumbent
11-3012.00	2.D.1	Required Level of Education	RL	4	13.18	45	6.4728	4.6284	32.1877	N	07/2017	Incumbent
11-3012.00	2.D.1	Required Level of Education	RL	5	11.84	45	5.3593	4.5551	27.4302	N	07/2017	Incumbent
11-3012.00	2.D.1	Required Level of Education	RL	6	24.28	45	8.7153	10.9819	45.4639	N	07/2017	Incumbent
11-3012.00	2.D.1	Required Level of Education	RL	7	0.00	45	0.0000	n/a	n/a	N	07/2017	Incumbent
11-3012.00	2.D.1	Required Level of Education	RL	8	3.87	45	2.3439	1.1157	12.5372	N	07/2017	Incumbent
11-3012.00	2.D.1	Required Level of Education	RL	9	0.06	45	0.0617	0.0074	0.4795	N	07/2017	Incumbent
11-3012.00	2.D.1	Required Level of Education	RL	10	0.00	45	0.0000	n/a	n/a	N	07/2017	Incumbent
11-3012.00	2.D.1	Required Level of Education	RL	11	0.06	45	0.0617	0.0074	0.4795	N	07/2017	Incumbent
11-3012.00	2.D.1	Required Level of Education	RL	12	0.00	45	0.0000	n/a	n/a	N	07/2017	Incumbent
11-3012.00	3.A.1	Related Work Experience	RW	1	3.21	45	3.0126	0.4684	18.9605	N	07/2017	Incumbent
11-3012.00	3.A.1	Related Work Experience	RW	2	0.00	45	0.0000	n/a	n/a	N	07/2017	Incumbent
11-3012.00	3.A.1	Related Work Experience	RW	3	0.00	45	0.0000	n/a	n/a	N	07/2017	Incumbent
11-3012.00	3.A.1	Related Work Experience	RW	4	2.52	45	2.5493	0.3201	17.2819	N	07/2017	Incumbent
11-3012.00	3.A.1	Related Work Experience	RW	5	1.67	45	1.7020	0.2110	12.0426	N	07/2017	Incumbent
11-3012.00	3.A.1	Related Work Experience	RW	6	26.78	45	15.0960	7.1916	63.3145	N	07/2017	Incumbent
11-3012.00	3.A.1	Related Work Experience	RW	7	31.24	45	9.5182	15.6865	52.6027	N	07/2017	Incumbent
11-3012.00	3.A.1	Related Work Experience	RW	8	21.73	45	9.0807	8.6498	44.8837	N	07/2017	Incumbent
11-3012.00	3.A.1	Related Work Experience	RW	9	6.92	45	3.8597	2.1732	19.9187	N	07/2017	Incumbent
11-3012.00	3.A.1	Related Work Experience	RW	10	5.02	45	3.2469	1.3240	17.2509	N	07/2017	Incumbent
11-3012.00	3.A.1	Related Work Experience	RW	11	0.89	45	0.8640	0.1264	6.0469	N	07/2017	Incumbent
11-3012.00	3.A.2	On-Site or In-Plant Training	PT	1	13.82	45	6.6191	4.9739	32.9549	N	07/2017	Incumbent
11-3012.00	3.A.2	On-Site or In-Plant Training	PT	2	14.50	45	7.1774	5.0125	35.2594	N	07/2017	Incumbent
11-3012.00	3.A.2	On-Site or In-Plant Training	PT	3	34.62	45	14.4451	12.7613	65.7075	N	07/2017	Incumbent
11-3012.00	3.A.2	On-Site or In-Plant Training	PT	4	13.03	45	7.3577	3.8904	35.6684	N	07/2017	Incumbent
11-3012.00	3.A.2	On-Site or In-Plant Training	PT	5	17.86	45	7.3313	7.3574	37.3154	N	07/2017	Incumbent
11-3012.00	3.A.2	On-Site or In-Plant Training	PT	6	3.39	45	2.4299	0.7806	13.5332	N	07/2017	Incumbent
11-3012.00	3.A.2	On-Site or In-Plant Training	PT	7	1.38	45	1.3902	0.1773	9.8970	N	07/2017	Incumbent
11-3012.00	3.A.2	On-Site or In-Plant Training	PT	8	1.41	45	1.4403	0.1766	10.3523	N	07/2017	Incumbent
11-3012.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	45	0.0000	n/a	n/a	N	07/2017	Incumbent
11-3012.00	3.A.3	On-the-Job Training	OJ	1	1.13	44	1.1112	0.1540	7.8213	N	07/2017	Incumbent
11-3012.00	3.A.3	On-the-Job Training	OJ	2	15.92	44	5.9542	7.1656	31.7087	N	07/2017	Incumbent
11-3012.00	3.A.3	On-the-Job Training	OJ	3	48.28	44	12.6144	25.2085	72.1123	N	07/2017	Incumbent
11-3012.00	3.A.3	On-the-Job Training	OJ	4	15.80	44	6.0273	6.9953	31.8727	N	07/2017	Incumbent
11-3012.00	3.A.3	On-the-Job Training	OJ	5	11.87	44	5.0240	4.8643	26.1872	N	07/2017	Incumbent
11-3012.00	3.A.3	On-the-Job Training	OJ	6	6.88	44	3.5742	2.3431	18.5399	N	07/2017	Incumbent
11-3012.00	3.A.3	On-the-Job Training	OJ	7	0.12	44	0.1268	0.0151	0.9835	N	07/2017	Incumbent
11-3012.00	3.A.3	On-the-Job Training	OJ	8	0.00	44	0.0000	n/a	n/a	N	07/2017	Incumbent
11-3012.00	3.A.3	On-the-Job Training	OJ	9	0.00	44	0.0000	n/a	n/a	N	07/2017	Incumbent
11-3013.00	2.D.1	Required Level of Education	RL	1	0.00	32	0.0000	n/a	n/a	N	08/2024	Incumbent
11-3013.00	2.D.1	Required Level of Education	RL	2	14.59	32	7.3592	4.8695	36.2919	N	08/2024	Incumbent
11-3013.00	2.D.1	Required Level of Education	RL	3	9.36	32	5.2948	2.8122	26.9415	N	08/2024	Incumbent
11-3013.00	2.D.1	Required Level of Education	RL	4	11.30	32	5.6857	3.8483	28.8319	N	08/2024	Incumbent
11-3013.00	2.D.1	Required Level of Education	RL	5	57.34	32	12.3743	32.3842	79.0385	N	08/2024	Incumbent
11-3013.00	2.D.1	Required Level of Education	RL	6	7.06	32	3.8640	2.2347	20.1575	N	08/2024	Incumbent
11-3013.00	2.D.1	Required Level of Education	RL	7	0.18	32	0.1862	0.0220	1.4654	N	08/2024	Incumbent
11-3013.00	2.D.1	Required Level of Education	RL	8	0.18	32	0.1862	0.0220	1.4654	N	08/2024	Incumbent
11-3013.00	2.D.1	Required Level of Education	RL	9	0.00	32	0.0000	n/a	n/a	N	08/2024	Incumbent
11-3013.00	2.D.1	Required Level of Education	RL	10	0.00	32	0.0000	n/a	n/a	N	08/2024	Incumbent
11-3013.00	2.D.1	Required Level of Education	RL	11	0.00	32	0.0000	n/a	n/a	N	08/2024	Incumbent
11-3013.00	2.D.1	Required Level of Education	RL	12	0.00	32	0.0000	n/a	n/a	N	08/2024	Incumbent
11-3013.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.78	33	0.2656	2.2355	3.3176	N	08/2024	Incumbent
11-3013.00	3.A.1	Related Work Experience	RW	1	2.13	33	2.1725	0.2615	15.3566	N	08/2024	Incumbent
11-3013.00	3.A.1	Related Work Experience	RW	2	0.00	33	0.0000	n/a	n/a	N	08/2024	Incumbent
11-3013.00	3.A.1	Related Work Experience	RW	3	0.00	33	0.0000	n/a	n/a	N	08/2024	Incumbent
11-3013.00	3.A.1	Related Work Experience	RW	4	0.00	33	0.0000	n/a	n/a	N	08/2024	Incumbent
11-3013.00	3.A.1	Related Work Experience	RW	5	0.00	33	0.0000	n/a	n/a	N	08/2024	Incumbent
11-3013.00	3.A.1	Related Work Experience	RW	6	3.52	33	2.9844	0.6046	17.9381	N	08/2024	Incumbent
11-3013.00	3.A.1	Related Work Experience	RW	7	49.01	33	14.2149	23.1802	75.3825	N	08/2024	Incumbent
11-3013.00	3.A.1	Related Work Experience	RW	8	21.74	33	12.1863	6.0689	54.4418	N	08/2024	Incumbent
11-3013.00	3.A.1	Related Work Experience	RW	9	0.87	33	0.6841	0.1756	4.2218	N	08/2024	Incumbent
11-3013.00	3.A.1	Related Work Experience	RW	10	22.31	33	11.2773	7.0892	51.9391	N	08/2024	Incumbent
11-3013.00	3.A.1	Related Work Experience	RW	11	0.41	33	0.4200	0.0501	3.2487	N	08/2024	Incumbent
11-3013.00	3.A.2	On-Site or In-Plant Training	PT	1	5.23	33	4.9073	0.7301	29.3034	N	08/2024	Incumbent
11-3013.00	3.A.2	On-Site or In-Plant Training	PT	2	15.46	33	11.7038	2.8645	53.1245	N	08/2024	Incumbent
11-3013.00	3.A.2	On-Site or In-Plant Training	PT	3	26.16	33	12.8635	8.3589	57.9006	N	08/2024	Incumbent
11-3013.00	3.A.2	On-Site or In-Plant Training	PT	4	18.28	33	11.6825	4.3483	52.3853	N	08/2024	Incumbent
11-3013.00	3.A.2	On-Site or In-Plant Training	PT	5	8.94	33	5.2584	2.5640	26.7916	N	08/2024	Incumbent
11-3013.00	3.A.2	On-Site or In-Plant Training	PT	6	0.41	33	0.4215	0.0497	3.2728	N	08/2024	Incumbent
11-3013.00	3.A.2	On-Site or In-Plant Training	PT	7	11.12	33	7.3798	2.6601	36.4112	N	08/2024	Incumbent
11-3013.00	3.A.2	On-Site or In-Plant Training	PT	8	14.42	33	9.8246	3.2201	46.0295	N	08/2024	Incumbent
11-3013.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	33	0.0000	n/a	n/a	N	08/2024	Incumbent
11-3013.00	3.A.3	On-the-Job Training	OJ	1	6.26	33	5.0551	1.1422	27.8544	N	08/2024	Incumbent
11-3013.00	3.A.3	On-the-Job Training	OJ	2	4.84	33	4.6332	0.6497	28.3142	N	08/2024	Incumbent
11-3013.00	3.A.3	On-the-Job Training	OJ	3	24.48	33	12.4331	7.6128	56.0548	N	08/2024	Incumbent
11-3013.00	3.A.3	On-the-Job Training	OJ	4	17.47	33	11.6430	3.9239	52.3042	N	08/2024	Incumbent
11-3013.00	3.A.3	On-the-Job Training	OJ	5	22.30	33	12.2793	6.3467	54.8663	N	08/2024	Incumbent
11-3013.00	3.A.3	On-the-Job Training	OJ	6	3.11	33	2.7693	0.4913	17.2656	N	08/2024	Incumbent
11-3013.00	3.A.3	On-the-Job Training	OJ	7	4.61	33	4.2485	0.6689	25.7117	N	08/2024	Incumbent
11-3013.00	3.A.3	On-the-Job Training	OJ	8	16.94	33	10.8103	4.0881	49.3775	N	08/2024	Incumbent
11-3013.00	3.A.3	On-the-Job Training	OJ	9	0.00	33	0.0000	n/a	n/a	N	08/2024	Incumbent
11-3013.00	3.A.4.a	Job-related Apprenticeship	IM	n/a	2.36	33	0.3350	1.6813	3.0461	N	08/2024	Incumbent
11-3013.01	2.D.1	Required Level of Education	RL	1	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	2.D.1	Required Level of Education	RL	2	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	2.D.1	Required Level of Education	RL	3	5.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	2.D.1	Required Level of Education	RL	4	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	2.D.1	Required Level of Education	RL	5	10.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	2.D.1	Required Level of Education	RL	6	70.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	2.D.1	Required Level of Education	RL	7	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	2.D.1	Required Level of Education	RL	8	15.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	2.D.1	Required Level of Education	RL	9	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	2.D.1	Required Level of Education	RL	10	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	2.D.1	Required Level of Education	RL	11	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	2.D.1	Required Level of Education	RL	12	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	2.D.4.a	Job-Related Professional Certification	IM	n/a	3.50	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.1	Related Work Experience	RW	1	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.1	Related Work Experience	RW	2	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.1	Related Work Experience	RW	3	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.1	Related Work Experience	RW	4	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.1	Related Work Experience	RW	5	5.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.1	Related Work Experience	RW	6	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.1	Related Work Experience	RW	7	5.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.1	Related Work Experience	RW	8	45.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.1	Related Work Experience	RW	9	15.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.1	Related Work Experience	RW	10	15.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.1	Related Work Experience	RW	11	15.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.2	On-Site or In-Plant Training	PT	1	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.2	On-Site or In-Plant Training	PT	2	25.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.2	On-Site or In-Plant Training	PT	3	25.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.2	On-Site or In-Plant Training	PT	4	20.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.2	On-Site or In-Plant Training	PT	5	5.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.2	On-Site or In-Plant Training	PT	6	15.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.2	On-Site or In-Plant Training	PT	7	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.2	On-Site or In-Plant Training	PT	8	10.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.2	On-Site or In-Plant Training	PT	9	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.3	On-the-Job Training	OJ	1	5.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.3	On-the-Job Training	OJ	2	15.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.3	On-the-Job Training	OJ	3	20.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.3	On-the-Job Training	OJ	4	10.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.3	On-the-Job Training	OJ	5	20.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.3	On-the-Job Training	OJ	6	5.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.3	On-the-Job Training	OJ	7	15.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.3	On-the-Job Training	OJ	8	10.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.3	On-the-Job Training	OJ	9	0.00	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3013.01	3.A.4.a	Job-related Apprenticeship	IM	n/a	1.80	20	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
11-3021.00	2.D.1	Required Level of Education	RL	1	0.00	26	0.0000	n/a	n/a	N	07/2016	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	2	1.26	26	1.3040	0.1467	9.9608	N	07/2016	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	3	5.77	26	5.7846	0.6800	35.3899	N	07/2016	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	4	25.96	26	15.1556	6.4646	64.0123	N	07/2016	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	5	2.16	26	1.6643	0.4359	10.0459	N	07/2016	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	6	47.68	26	17.0585	18.2258	78.8440	N	07/2016	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	7	2.80	26	2.8780	0.3263	20.2551	N	07/2016	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	8	14.36	26	10.1865	2.9565	48.0057	N	07/2016	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	9	0.00	26	0.0000	n/a	n/a	N	07/2016	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	10	0.00	26	0.0000	n/a	n/a	N	07/2016	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	11	0.00	26	0.0000	n/a	n/a	N	07/2016	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	12	0.00	26	0.0000	n/a	n/a	N	07/2016	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	1	0.00	26	0.0000	n/a	n/a	N	07/2016	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	2	0.00	26	0.0000	n/a	n/a	N	07/2016	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	3	0.00	26	0.0000	n/a	n/a	N	07/2016	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	4	0.00	26	0.0000	n/a	n/a	N	07/2016	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	5	0.00	26	0.0000	n/a	n/a	N	07/2016	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	6	1.08	26	1.1206	0.1263	8.6374	N	07/2016	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	7	11.15	26	6.7607	2.9881	33.8487	N	07/2016	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	8	23.94	26	12.4866	7.1231	56.3752	N	07/2016	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	9	40.02	26	16.3262	14.1197	73.0305	N	07/2016	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	10	10.55	26	8.8806	1.6680	45.0357	N	07/2016	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	11	13.25	26	8.7162	3.1068	42.1326	N	07/2016	Incumbent
